factor_date,factor_name,hold_start,hold_end,top_return,bottom_return,long_short_return
2005-05-31,magic_formula,2005-06-02,2005-06-30,0.01711006114999009,0.018076292314392995,-0.0009662311644029059
2005-05-31,pe,2005-06-02,2005-06-30,0.016246163370606574,0.013443560494094333,0.002802602876512241
2005-05-31,composite_growth,2005-06-02,2005-06-30,0.01942533091484606,0.01572395092366732,0.003701379991178741
2005-05-31,composite_strength,2005-06-02,2005-06-30,0.01943715007078859,0.013559373795951873,0.005877776274836717
2005-05-31,composite_momentum,2005-06-02,2005-06-30,0.019434761342759895,0.03033713054844411,-0.010902369205684215
2005-05-31,fama_french_5_factor,2005-06-02,2005-06-30,0.020446089312928243,0.014955908457647006,0.005490180855281237
2005-04-30,magic_formula,2005-05-03,2005-05-31,0.050572811806270004,0.05021692572013331,0.0003558860861366947
2005-04-30,pe,2005-05-03,2005-05-31,0.05351591933372445,0.04637489384057906,0.007141025493145395
2005-04-30,composite_value,2005-05-03,2005-05-31,0.05106469253152475,0.053983257866822024,-0.002918565335297274
2005-04-30,composite_growth,2005-05-03,2005-05-31,0.05207223938085968,0.046476818164453336,0.005595421216406347
2005-04-30,composite_strength,2005-05-03,2005-05-31,0.05573877928666478,0.04700661109954775,0.008732168187117029
2005-04-30,composite_momentum,2005-05-03,2005-05-31,0.05615541067767048,0.05729736939908927,-0.0011419587214187912
2005-04-30,fama_french_5_factor,2005-05-03,2005-05-31,0.05335835075202816,0.05131204360813528,0.002046307143892881
2005-04-30,weighted_composite,2005-05-03,2005-05-31,0.056505178649300276,0.05510038890348121,0.0014047897458190697
2005-09-30,magic_formula,2005-10-04,2005-10-31,-0.018060040349040976,-0.022916535294639984,0.004856494945599008
2005-09-30,composite_value,2005-10-04,2005-10-31,-0.019830892835976024,-0.02647323670046839,0.006642343864492365
2005-09-30,pe,2005-10-04,2005-10-31,-0.020859577802408425,-0.02227648249495177,0.0014169046925433457
2005-09-30,composite_growth,2005-10-04,2005-10-31,-0.027302618663392966,-0.022783234941570057,-0.004519383721822909
2005-09-30,composite_strength,2005-10-04,2005-10-31,-0.026874578005359924,-0.01318796087365972,-0.013686617131700204
2005-09-30,composite_momentum,2005-10-04,2005-10-31,-0.01931520956550536,-0.03926153193243829,0.019946322366932927
2005-09-30,fama_french_5_factor,2005-10-04,2005-10-31,-0.02795306491711989,-0.014000516135808163,-0.013952548781311728
2005-09-30,weighted_composite,2005-10-04,2005-10-31,-0.01954683335075194,-0.021029718109424902,0.0014828847586729615
2005-08-31,magic_formula,2005-09-02,2005-09-30,0.007695161216138563,0.019293956348733824,-0.011598795132595261
2005-08-31,composite_value,2005-09-02,2005-09-30,0.010072250351807508,0.010665272584458794,-0.0005930222326512857
2005-08-31,pe,2005-09-02,2005-09-30,0.01182305282232677,0.009377958294894627,0.002445094527432143
2005-08-31,composite_growth,2005-09-02,2005-09-30,0.007790728790687954,0.019885976645326726,-0.012095247854638773
2005-08-31,composite_strength,2005-09-02,2005-09-30,0.006471747014548496,0.014480975045111545,-0.008009228030563049
2005-08-31,composite_momentum,2005-09-02,2005-09-30,0.012264586555715929,0.028848773297551422,-0.016584186741835493
2005-08-31,fama_french_5_factor,2005-09-02,2005-09-30,0.0038728630167035125,0.018501157869042502,-0.01462829485233899
2005-08-31,weighted_composite,2005-09-02,2005-09-30,0.0049683160482709016,0.02213199980319682,-0.01716368375492592
2005-07-31,magic_formula,2005-08-02,2005-08-31,-0.01364818217467879,-0.01607356253882119,0.002425380364142398
2005-07-31,pe,2005-08-02,2005-08-31,-0.016360040033908025,-0.014602767015069015,-0.0017572730188390104
2005-07-31,composite_value,2005-08-02,2005-08-31,-0.016086572085501995,-0.01460664927426173,-0.001479922811240264
2005-07-31,composite_growth,2005-08-02,2005-08-31,-0.014659624418688838,-0.0032104939521056686,-0.01144913046658317
2005-07-31,composite_strength,2005-08-02,2005-08-31,-0.008815136078220306,-0.017946722610694806,0.009131586532474499
2005-07-31,composite_momentum,2005-08-02,2005-08-31,-0.026800018689421518,-0.0006977519836714674,-0.02610226670575005
2005-07-31,fama_french_5_factor,2005-08-02,2005-08-31,-0.011987785663163802,-0.01657382221549567,0.004586036552331866
2005-07-31,weighted_composite,2005-08-02,2005-08-31,-0.01840808271483904,-0.009719863358898328,-0.008688219355940713
2005-12-31,magic_formula,2006-01-03,2006-01-31,0.05934706176215945,0.06466192441102397,-0.005314862648864521
2005-12-31,composite_value,2006-01-03,2006-01-31,0.06456484514233941,0.06988310410682187,-0.0053182589644824585
2005-12-31,weighted_composite,2006-01-03,2006-01-31,0.07925792315911226,0.09712823510192681,-0.01787031194281455
2005-12-31,pe,2006-01-03,2006-01-31,0.06436325935403357,0.06283960365921257,0.001523655694821005
2005-12-31,composite_growth,2006-01-03,2006-01-31,0.07118726074834694,0.0816071090080024,-0.01041984825965546
2005-12-31,composite_strength,2006-01-03,2006-01-31,0.07328630434548011,0.0602555128469498,0.013030791498530314
2005-12-31,composite_momentum,2006-01-03,2006-01-31,0.0663286401992718,0.11551019042162418,-0.04918155022235238
2005-12-31,fama_french_5_factor,2006-01-03,2006-01-31,0.07766279898814589,0.05885238015355197,0.018810418834593917
2005-11-30,pe,2005-12-02,2005-12-30,-0.007045643348181934,-0.010520317378525244,0.00347467403034331
2005-11-30,magic_formula,2005-12-02,2005-12-30,-0.00243894492737559,-0.015381789112671088,0.012942844185295498
2005-11-30,composite_value,2005-12-02,2005-12-30,-0.008310942060483988,-0.010850820014812492,0.0025398779543285045
2005-11-30,weighted_composite,2005-12-02,2005-12-30,0.011002062928167675,-0.001369817148939783,0.012371880077107458
2005-11-30,composite_growth,2005-12-02,2005-12-30,-4.154865467229997e-05,-0.0008214742160449273,0.0007799255613726273
2005-11-30,composite_strength,2005-12-02,2005-12-30,-0.0070492821745928086,-0.014275282679528848,0.00722600050493604
2005-11-30,composite_momentum,2005-12-02,2005-12-30,0.0038184981396310693,0.0030064894415181304,0.0008120086981129389
2005-11-30,fama_french_5_factor,2005-12-02,2005-12-30,-0.01013010481295029,-0.011637524227169148,0.0015074194142188583
2005-10-31,magic_formula,2005-11-02,2005-11-30,0.06604582269291943,0.050805989668384954,0.01523983302453448
2005-10-31,composite_value,2005-11-02,2005-11-30,0.05571844050898275,0.04334204470070537,0.012376395808277381
2005-10-31,weighted_composite,2005-11-02,2005-11-30,0.05146334235199017,0.057323694311183566,-0.005860351959193398
2005-10-31,pe,2005-11-02,2005-11-30,0.07626428287459144,0.04448250021583626,0.031781782658755184
2005-10-31,composite_growth,2005-11-02,2005-11-30,0.06378782932911863,0.051096672623062514,0.012691156706056111
2005-10-31,composite_strength,2005-11-02,2005-11-30,0.07012118796745417,0.05288953895276306,0.01723164901469111
2005-10-31,composite_momentum,2005-11-02,2005-11-30,0.04468057830128181,0.05856967554832115,-0.013889097247039336
2005-10-31,fama_french_5_factor,2005-11-02,2005-11-30,0.0728295375201585,0.04759419314778238,0.025235344372376116
2006-03-31,magic_formula,2006-04-04,2006-04-28,0.014093525257117512,0.02077434719345285,-0.006680821936335337
2006-03-31,pe,2006-04-04,2006-04-28,0.024210455182990424,0.02091950833586896,0.0032909468471214627
2006-03-31,composite_value,2006-04-04,2006-04-28,0.022920183489023218,0.01657201026719454,0.006348173221828679
2006-03-31,composite_growth,2006-04-04,2006-04-28,0.01928235148874571,0.014329069722014897,0.004953281766730813
2006-03-31,composite_strength,2006-04-04,2006-04-28,0.016401837700221363,0.022100099410785414,-0.005698261710564052
2006-03-31,composite_momentum,2006-04-04,2006-04-28,0.02199494152991229,0.028444991405019243,-0.0064500498751069515
2006-03-31,fama_french_5_factor,2006-04-04,2006-04-28,0.01401747724611213,0.025365362428271834,-0.011347885182159704
2006-03-31,weighted_composite,2006-04-04,2006-04-28,0.025876631160615206,0.021571732346846516,0.004304898813768689
2006-02-28,magic_formula,2006-03-02,2006-03-31,0.04788356442005745,0.024537919090170692,0.02334564532988676
2006-02-28,composite_value,2006-03-02,2006-03-31,0.0416553256075509,0.02304070339160954,0.01861462221594136
2006-02-28,pe,2006-03-02,2006-03-31,0.04186265528081256,0.024363847902201242,0.017498807378611318
2006-02-28,composite_growth,2006-03-02,2006-03-31,0.03411518244884064,0.022411701910181252,0.011703480538659387
2006-02-28,composite_strength,2006-03-02,2006-03-31,0.047147365895270986,0.028653024373997558,0.018494341521273428
2006-02-28,composite_momentum,2006-03-02,2006-03-31,0.04437468034278038,0.056874615275842796,-0.012499934933062416
2006-02-28,fama_french_5_factor,2006-03-02,2006-03-31,0.041313159855249866,0.033050701955344514,0.008262457899905352
2006-02-28,weighted_composite,2006-03-02,2006-03-31,0.05007868715618682,0.041594853846290504,0.008483833309896313
2006-01-31,magic_formula,2006-02-02,2006-02-28,0.004107181667944861,0.006693950481402878,-0.002586768813458017
2006-01-31,composite_value,2006-02-02,2006-02-28,0.00514426077857164,0.010782579213163784,-0.005638318434592144
2006-01-31,weighted_composite,2006-02-02,2006-02-28,0.0197943611866219,0.0009768406233101787,0.01881752056331172
2006-01-31,pe,2006-02-02,2006-02-28,0.0037963207312587473,0.0090508687316513,-0.0052545480003925536
2006-01-31,composite_growth,2006-02-02,2006-02-28,0.0013938540190681372,0.008633613545417031,-0.007239759526348893
2006-01-31,composite_strength,2006-02-02,2006-02-28,0.009485605158829177,0.00864787581798263,0.000837729340846546
2006-01-31,composite_momentum,2006-02-02,2006-02-28,0.01527575924255396,0.00016859991545555177,0.015107159327098408
2006-01-31,fama_french_5_factor,2006-02-02,2006-02-28,0.011137484844184718,0.004887706257565005,0.006249778586619713
2006-05-31,magic_formula,2006-06-02,2006-06-30,-0.011579980387069897,-0.01899632073895296,0.007416340351883061
2006-05-31,composite_value,2006-06-02,2006-06-30,-0.011313478469240926,-0.022086587299546632,0.010773108830305706
2006-05-31,pe,2006-06-02,2006-06-30,-0.01581699300880799,-0.01753576213744655,0.00171876912863856
2006-05-31,composite_momentum,2006-06-02,2006-06-30,-0.026516227630658726,-0.025780125189217983,-0.000736102441440744
2006-05-31,fama_french_5_factor,2006-06-02,2006-06-30,-0.024510262025886506,-0.008055474631851408,-0.016454787394035098
2006-05-31,weighted_composite,2006-06-02,2006-06-30,-0.02829509601039087,-0.017293827511195906,-0.011001268499194965
2006-05-31,composite_growth,2006-06-02,2006-06-30,-0.01634921618492429,-0.020453179370969816,0.004103963186045525
2006-05-31,composite_strength,2006-06-02,2006-06-30,-0.020244137545717356,-0.009732543507265221,-0.010511594038452135
2006-04-30,magic_formula,2006-05-02,2006-05-31,-0.032240275659115504,-0.038411616857658266,0.006171341198542762
2006-04-30,pe,2006-05-02,2006-05-31,-0.039478849653927575,-0.033473775504674716,-0.006005074149252859
2006-04-30,composite_value,2006-05-02,2006-05-31,-0.005681867169556087,-0.03813218630889542,0.03245031913933934
2006-04-30,composite_momentum,2006-05-02,2006-05-31,-0.0005880701022088859,-0.07146152935213322,0.07087345924992433
2006-04-30,fama_french_5_factor,2006-05-02,2006-05-31,-0.002181579680274085,-0.042827694924791194,0.04064611524451711
2006-04-30,weighted_composite,2006-05-02,2006-05-31,-0.00314116900271619,-0.059997004457009125,0.05685583545429294
2006-04-30,composite_growth,2006-05-02,2006-05-31,-0.03395521792500124,-0.03684024751829864,0.0028850295932974016
2006-04-30,composite_strength,2006-05-02,2006-05-31,-0.006880613944349171,-0.033802949067848836,0.026922335123499667
2006-06-30,magic_formula,2006-07-04,2006-07-31,-0.034308777989057834,-0.037343839566245034,0.0030350615771871994
2006-06-30,pe,2006-07-04,2006-07-31,-0.034151887204650656,-0.02603868437348562,-0.008113202831165036
2006-06-30,composite_value,2006-07-04,2006-07-31,-0.030781516909116444,-0.03568446827401496,0.004902951364898517
2006-06-30,composite_momentum,2006-07-04,2006-07-31,-0.036479785238644785,-0.04357110396449663,0.007091318725851843
2006-06-30,fama_french_5_factor,2006-07-04,2006-07-31,-0.0384252565838874,-0.03188732318012803,-0.006537933403759369
2006-06-30,weighted_composite,2006-07-04,2006-07-31,-0.03568830527418483,-0.04470951981921059,0.00902121454502576
2006-06-30,composite_growth,2006-07-04,2006-07-31,-0.025539771693306606,-0.03210972958679847,0.006569957893491862
2006-06-30,composite_strength,2006-07-04,2006-07-31,-0.03453131333653949,-0.03912574248406797,0.00459442914752848
2006-08-31,pe,2006-09-04,2006-09-29,0.015661974930411913,0.008757922972324536,0.006904051958087376
2006-08-31,composite_growth,2006-09-04,2006-09-29,0.007299111878802759,0.01615943821002142,-0.008860326331218658
2006-08-31,composite_strength,2006-09-04,2006-09-29,0.013730163744337207,0.02621890281524104,-0.012488739070903834
2006-08-31,composite_value,2006-09-04,2006-09-29,0.016304495765105165,0.012508234593547897,0.003796261171557269
2006-08-31,composite_momentum,2006-09-04,2006-09-29,0.008900679473962598,0.005857077640414253,0.003043601833548345
2006-08-31,fama_french_5_factor,2006-09-04,2006-09-29,0.015230042038039637,0.021934554630144057,-0.00670451259210442
2006-08-31,weighted_composite,2006-09-04,2006-09-29,0.011411317905912837,0.012108677278131558,-0.000697359372218721
2006-08-31,magic_formula,2006-09-04,2006-09-29,0.01385096551140013,0.021862257705797587,-0.008011292194397456
2006-09-30,magic_formula,2006-10-03,2006-10-31,0.06416076920451531,0.062417438007797636,0.0017433311967176776
2006-09-30,pe,2006-10-03,2006-10-31,0.06572520363699358,0.0590472604751127,0.0066779431618808754
2006-09-30,composite_growth,2006-10-03,2006-10-31,0.07009533470619747,0.05997977817508906,0.010115556531108412
2006-09-30,composite_strength,2006-10-03,2006-10-31,0.06790200893473614,0.06469822879671155,0.003203780138024581
2006-09-30,composite_value,2006-10-03,2006-10-31,0.0670517094874126,0.05832967401916516,0.008722035468247437
2006-09-30,composite_momentum,2006-10-03,2006-10-31,0.06838887643399197,0.05416592444613632,0.014222951987855649
2006-09-30,fama_french_5_factor,2006-10-03,2006-10-31,0.07523034330573959,0.05661652325327707,0.018613820052462524
2006-09-30,weighted_composite,2006-10-03,2006-10-31,0.06755429304837487,0.05401306630475285,0.013541226743622022
2006-07-31,magic_formula,2006-08-02,2006-08-31,0.030607008408047594,0.03130728476679902,-0.0007002763587514241
2006-07-31,pe,2006-08-02,2006-08-31,0.03125451003844504,0.03157892464813105,-0.00032441460968601205
2006-07-31,composite_growth,2006-08-02,2006-08-31,0.03675435265522366,0.03479907208660854,0.001955280568615117
2006-07-31,composite_strength,2006-08-02,2006-08-31,0.04035270486888154,0.027996314204704272,0.012356390664177267
2006-07-31,composite_value,2006-08-02,2006-08-31,0.032980062715517615,0.032621310797235015,0.00035875191828260017
2006-07-31,composite_momentum,2006-08-02,2006-08-31,0.04939342698366173,0.02846687589744149,0.020926551086220244
2006-07-31,fama_french_5_factor,2006-08-02,2006-08-31,0.037966086273537744,0.03283450209995378,0.005131584173583961
2006-07-31,weighted_composite,2006-08-02,2006-08-31,0.04852457736643029,0.024707944675536324,0.023816632690893964
2006-11-30,magic_formula,2006-12-04,2006-12-29,0.018666255023831062,0.015724586415513716,0.002941668608317346
2006-11-30,weighted_composite,2006-12-04,2006-12-29,0.02094233771410899,0.016561774083804923,0.004380563630304066
2006-11-30,composite_value,2006-12-04,2006-12-29,0.015090435308364684,0.02226332055185269,-0.007172885243488008
2006-11-30,pe,2006-12-04,2006-12-29,0.013055443838003953,0.0226510230866937,-0.009595579248689748
2006-11-30,composite_growth,2006-12-04,2006-12-29,0.0215747463511153,0.01848115183902419,0.0030935945120911072
2006-11-30,composite_strength,2006-12-04,2006-12-29,0.013037218821439834,0.013816469962097337,-0.0007792511406575029
2006-11-30,composite_momentum,2006-12-04,2006-12-29,0.020654006571522835,0.02728085850840848,-0.006626851936885645
2006-11-30,fama_french_5_factor,2006-12-04,2006-12-29,0.02845672587488519,0.013396269459979881,0.01506045641490531
2006-10-31,weighted_composite,2006-11-02,2006-11-30,0.11962278477008012,0.047138165754010586,0.07248461901606953
2006-10-31,magic_formula,2006-11-02,2006-11-30,0.04447114667374975,0.05470790829272134,-0.010236761618971593
2006-10-31,composite_momentum,2006-11-02,2006-11-30,0.11754533567972392,0.04380572844165554,0.07373960723806838
2006-10-31,fama_french_5_factor,2006-11-02,2006-11-30,0.046119253703003564,0.0500498497583365,-0.003930596055332934
2006-10-31,composite_strength,2006-11-02,2006-11-30,0.043409649060766255,0.045858493245827664,-0.0024488441850614093
2006-10-31,composite_value,2006-11-02,2006-11-30,0.04241061175642163,0.055176239228733735,-0.012765627472312108
2006-10-31,pe,2006-11-02,2006-11-30,0.039843111410173916,0.05315735594973595,-0.013314244539562037
2006-10-31,composite_growth,2006-11-02,2006-11-30,0.05190212033315351,0.05115570386295596,0.0007464164701975473
2006-12-31,magic_formula,2007-01-03,2007-01-31,0.03359822239857606,0.03229529105731943,0.0013029313412566274
2006-12-31,pe,2007-01-03,2007-01-31,0.03411686549601714,0.02421607439830634,0.0099007910977108
2006-12-31,composite_value,2007-01-03,2007-01-31,0.03508348307947259,0.028643574817614967,0.00643990826185762
2006-12-31,weighted_composite,2007-01-03,2007-01-31,0.0438718669012607,0.032261244190115876,0.011610622711144825
2006-12-31,composite_growth,2007-01-03,2007-01-31,0.03554808086081743,0.03652007366469859,-0.0009719928038811609
2006-12-31,composite_strength,2007-01-03,2007-01-31,0.03533102759921502,0.02164103937398377,0.01368998822523125
2006-12-31,composite_momentum,2007-01-03,2007-01-31,0.036390896429271735,0.03851218844498845,-0.0021212920157167164
2006-12-31,fama_french_5_factor,2007-01-03,2007-01-31,0.03608481290859826,0.021033654784595828,0.015051158124002432
2007-03-31,magic_formula,2007-04-03,2007-04-30,0.02292768406602834,0.02478625697823153,-0.0018585729122031908
2007-03-31,pe,2007-04-03,2007-04-30,0.024505596351886774,0.028270853138880156,-0.0037652567869933817
2007-03-31,composite_growth,2007-04-03,2007-04-30,0.0230011237382535,0.026932132724558903,-0.003931008986305405
2007-03-31,composite_strength,2007-04-03,2007-04-30,0.026805205347322125,0.024366110686795284,0.002439094660526841
2007-03-31,composite_value,2007-04-03,2007-04-30,0.026646282035336078,0.02640912128930481,0.00023716074603126816
2007-03-31,composite_momentum,2007-04-03,2007-04-30,0.023195423441094383,0.03089361359344074,-0.007698190152346358
2007-03-31,fama_french_5_factor,2007-04-03,2007-04-30,0.03095731819544762,0.0221681417698903,0.008789176425557321
2007-03-31,weighted_composite,2007-04-03,2007-04-30,0.028687333030356022,0.02680625339818002,0.0018810796321760033
2007-01-31,magic_formula,2007-02-02,2007-02-28,-0.010481654401726702,0.0009712200155783787,-0.011452874417305081
2007-01-31,composite_value,2007-02-02,2007-02-28,-0.00780908400466138,0.0032684123396518497,-0.01107749634431323
2007-01-31,pe,2007-02-02,2007-02-28,-0.005421601361528285,-0.0023407640434868295,-0.003080837318041455
2007-01-31,composite_growth,2007-02-02,2007-02-28,-0.004463568666965491,0.005932967318594422,-0.010396535985559913
2007-01-31,composite_strength,2007-02-02,2007-02-28,-0.004239809386704192,-0.0059995207688041665,0.0017597113820999747
2007-01-31,composite_momentum,2007-02-02,2007-02-28,0.009467853961392063,-0.003576400571669013,0.013044254533061076
2007-01-31,fama_french_5_factor,2007-02-02,2007-02-28,-0.005663626098048393,-0.004396842349634708,-0.0012667837484136848
2007-01-31,weighted_composite,2007-02-02,2007-02-28,0.007844062709604471,-0.0073965122042387805,0.01524057491384325
2007-02-28,magic_formula,2007-03-02,2007-03-30,0.011889614807908327,0.01614572793740205,-0.004256113129493724
2007-02-28,pe,2007-03-02,2007-03-30,0.01417122320359027,0.014449958670866663,-0.00027873546727639337
2007-02-28,composite_growth,2007-03-02,2007-03-30,0.018786007394012306,0.01415318031545038,0.004632827078561925
2007-02-28,composite_strength,2007-03-02,2007-03-30,0.021980064582777032,0.01065583857455993,0.011324226008217102
2007-02-28,composite_value,2007-03-02,2007-03-30,0.01824275626273846,0.009420980882679618,0.00882177538005884
2007-02-28,composite_momentum,2007-03-02,2007-03-30,0.013681885186383578,0.04164280193439544,-0.027960916748011863
2007-02-28,fama_french_5_factor,2007-03-02,2007-03-30,0.022824563770103678,0.009258119995145057,0.01356644377495862
2007-02-28,weighted_composite,2007-03-02,2007-03-30,0.018429029192961018,0.029049144932082993,-0.010620115739121975
2007-04-30,magic_formula,2007-05-02,2007-05-31,0.023957774091833865,0.03721855956264662,-0.013260785470812757
2007-04-30,composite_value,2007-05-02,2007-05-31,0.02678441860199133,0.03198212861114877,-0.00519771000915744
2007-04-30,pe,2007-05-02,2007-05-31,0.028510021222326754,0.03235026340629738,-0.0038402421839706276
2007-04-30,composite_growth,2007-05-02,2007-05-31,0.029768139853503694,0.034366150793537,-0.004598010940033304
2007-04-30,composite_strength,2007-05-02,2007-05-31,0.02022966311478445,0.02996358328048598,-0.009733920165701529
2007-04-30,composite_momentum,2007-05-02,2007-05-31,0.023005852199690403,0.040617828526591924,-0.01761197632690152
2007-04-30,fama_french_5_factor,2007-05-02,2007-05-31,0.026920994872053024,0.030085722299859147,-0.003164727427806123
2007-04-30,weighted_composite,2007-05-02,2007-05-31,0.019889765770324624,0.04102952483843619,-0.02113975906811157
2007-05-31,magic_formula,2007-06-04,2007-06-29,-0.008605171341961404,-0.011129871030416537,0.0025246996884551332
2007-05-31,composite_value,2007-06-04,2007-06-29,-0.008794241146491705,-0.013465409900814738,0.004671168754323033
2007-05-31,weighted_composite,2007-06-04,2007-06-29,-0.0016837259524522066,-0.013938872032005315,0.012255146079553109
2007-05-31,pe,2007-06-04,2007-06-29,-0.010430534027737918,-0.01400949690183808,0.003578962874100162
2007-05-31,composite_growth,2007-06-04,2007-06-29,-0.01754656044830255,-0.009870267495709958,-0.007676292952592593
2007-05-31,composite_strength,2007-06-04,2007-06-29,-0.008042152867968215,-0.014163826149204311,0.006121673281236096
2007-05-31,composite_momentum,2007-06-04,2007-06-29,-0.00710230767887795,-0.01697711870974426,0.00987481103086631
2007-05-31,fama_french_5_factor,2007-06-04,2007-06-29,-0.011501659887332167,-0.013598325721432153,0.0020966658340999863
2007-06-30,magic_formula,2007-07-03,2007-07-31,-0.05462106910612176,-0.05644107645269171,0.0018200073465699518
2007-06-30,composite_value,2007-07-03,2007-07-31,-0.054156642096043595,-0.055445548665380054,0.0012889065693364593
2007-06-30,weighted_composite,2007-07-03,2007-07-31,-0.05885383430547275,-0.050287958405807666,-0.008565875899665086
2007-06-30,pe,2007-07-03,2007-07-31,-0.05182993687046954,-0.057931146678641875,0.006101209808172338
2007-06-30,composite_growth,2007-07-03,2007-07-31,-0.05143874308848327,-0.05395977589179676,0.0025210328033134916
2007-06-30,composite_strength,2007-07-03,2007-07-31,-0.05432469002369709,-0.06185755715503576,0.007532867131338675
2007-06-30,composite_momentum,2007-07-03,2007-07-31,-0.05553276915421122,-0.048392810910795024,-0.007139958243416199
2007-06-30,fama_french_5_factor,2007-07-03,2007-07-31,-0.053200010239768204,-0.06157818050690357,0.008378170267135367
2007-08-31,magic_formula,2007-09-04,2007-09-28,0.010027408697619356,0.007056692119574505,0.0029707165780448515
2007-08-31,pe,2007-09-04,2007-09-28,0.00867930617982888,0.007448684875114924,0.0012306213047139566
2007-08-31,composite_growth,2007-09-04,2007-09-28,0.011813054488701843,0.01096693690445903,0.0008461175842428125
2007-08-31,composite_strength,2007-09-04,2007-09-28,-0.0003774947353604484,0.013862318079914221,-0.01423981281527467
2007-08-31,composite_value,2007-09-04,2007-09-28,0.009193125664754087,0.003210939688378429,0.005982185976375658
2007-08-31,composite_momentum,2007-09-04,2007-09-28,-0.0012037284201409362,0.03448446454422367,-0.03568819296436461
2007-08-31,fama_french_5_factor,2007-09-04,2007-09-28,-0.006054379861083149,0.01912683091319485,-0.025181210774278
2007-08-31,weighted_composite,2007-09-04,2007-09-28,-0.004166630466384043,0.025290176702566343,-0.029456807168950386
2007-09-30,magic_formula,2007-10-02,2007-10-31,0.005709649917486349,0.003858596794546968,0.001851053122939381
2007-09-30,weighted_composite,2007-10-02,2007-10-31,0.6747457912813584,0.020934520824821834,0.6538112704565365
2007-09-30,composite_value,2007-10-02,2007-10-31,0.012275827398186173,0.627960759274275,-0.6156849318760887
2007-09-30,pe,2007-10-02,2007-10-31,0.013106014128569356,0.0024836114362683207,0.010622402692301035
2007-09-30,composite_growth,2007-10-02,2007-10-31,0.00048099173908343785,0.6346574294420677,-0.6341764377029843
2007-09-30,composite_strength,2007-10-02,2007-10-31,0.011989275416601866,0.6602587169376848,-0.6482694415210829
2007-09-30,composite_momentum,2007-10-02,2007-10-31,0.6671952803335945,0.041992779427131324,0.6252025009064632
2007-09-30,fama_french_5_factor,2007-10-02,2007-10-31,0.012843726464783344,0.6492611039067554,-0.636417377441972
